person_age,monthly_income_sar,home_ownership,employment_status,loan_amnt_sar,loan_int_rate,loan_percent_income,monthly_obligation_sar,dbr,eligible_sama
26,23881.25,rent,employee,75000.0,13.85,0.26,10985.38,0.46,0
26,8467.81,mortgage,employee,3750.0,10.36,0.04,338.71,0.04,1
25,28098.12,rent,employee,75000.0,15.95,0.22,11801.21,0.42,0
25,30243.12,rent,employee,75000.0,14.26,0.21,12399.68,0.41,0
23,30557.19,rent,employee,75000.0,11.71,0.2,12222.88,0.4,0
22,30704.69,rent,employee,75000.0,13.49,0.2,12281.88,0.4,0
24,8358.44,mortgage,employee,7500.0,14.84,0.07,585.09,0.07,1
22,31080.94,rent,employee,75000.0,11.01,0.2,12432.38,0.4,0
23,28761.25,rent,employee,75000.0,15.05,0.22,12079.72,0.42,0
22,29084.38,rent,employee,75000.0,13.79,0.21,11924.59,0.41,0
24,31625.31,rent,employee,75000.0,13.48,0.2,12650.12,0.4,0
26,8363.75,own,employee,11250.0,6.76,0.11,920.01,0.11,1
23,31947.5,rent,employee,75000.0,11.11,0.2,12779.0,0.4,0
25,31827.81,rent,employee,75000.0,13.92,0.2,12731.12,0.4,0
23,8336.88,own,employee,16500.0,12.53,0.16,1333.9,0.16,1
21,8450.31,mortgage,employee,37500.0,11.14,0.37,3126.62,0.37,0
24,29939.69,rent,employee,75000.0,14.11,0.21,12275.27,0.41,0
23,32273.44,rent,employee,75000.0,7.49,0.19,12586.64,0.39,0
25,32239.38,rent,employee,75000.0,10.25,0.19,12573.36,0.39,0
26,27710.0,rent,employee,75000.0,12.53,0.23,11915.3,0.43,0
21,8527.81,mortgage,employee,5625.0,11.86,0.05,426.39,0.05,1
23,8491.88,own,employee,33750.0,7.88,0.33,2802.32,0.33,1
25,32179.69,rent,employee,75000.0,11.01,0.19,12550.08,0.39,0
24,8611.88,mortgage,employee,15000.0,11.01,0.15,1291.78,0.15,1
22,33015.31,rent,employee,75000.0,13.85,0.19,12875.97,0.39,0
23,8714.69,own,employee,22500.0,13.23,0.22,1917.23,0.22,1
22,34067.81,rent,employee,75000.0,11.01,0.18,12945.77,0.38,0
23,29551.88,rent,employee,75000.0,18.25,0.21,12116.27,0.41,0
24,34118.12,rent,employee,75000.0,6.54,0.18,12964.89,0.38,0
23,34011.25,rent,employee,75000.0,11.49,0.18,12924.28,0.38,0
26,34090.31,rent,employee,75000.0,11.49,0.18,12954.32,0.38,0
22,8585.0,mortgage,employee,26250.0,11.71,0.25,2146.25,0.25,1
23,34081.56,rent,employee,75000.0,13.57,0.18,12950.99,0.38,0
25,34474.69,rent,employee,75000.0,14.35,0.18,13100.38,0.38,0
26,8534.06,mortgage,employee,14343.75,10.65,0.14,1194.77,0.14,1
22,34801.56,rent,employee,75000.0,15.65,0.18,13224.59,0.38,0
22,8549.38,mortgage,employee,24375.0,11.01,0.24,2051.85,0.24,1
25,8615.62,mortgage,employee,22031.25,6.62,0.21,1809.28,0.21,1
25,34948.12,rent,employee,75000.0,9.25,0.18,13280.29,0.38,0
22,8475.62,mortgage,employee,9000.0,11.71,0.09,762.81,0.09,1
24,8665.62,mortgage,employee,30000.0,5.42,0.29,2513.03,0.29,1
26,35330.31,rent,employee,75000.0,9.45,0.18,13425.52,0.38,0
23,8645.62,mortgage,employee,5812.5,7.49,0.06,518.74,0.06,1
22,35708.44,rent,employee,75000.0,11.01,0.18,13569.21,0.38,0
23,31381.25,rent,employee,75000.0,11.01,0.2,12552.5,0.4,0
23,35978.12,rent,employee,75000.0,10.99,0.17,13311.91,0.37,0
24,35930.0,rent,employee,75000.0,11.01,0.17,13294.1,0.37,0
21,8640.0,own,employee,27562.5,7.66,0.27,2332.8,0.27,1
23,36342.19,rent,employee,75000.0,13.04,0.17,13446.61,0.37,0
22,8557.81,mortgage,employee,27000.0,7.14,0.26,2225.03,0.26,1
22,32436.88,rent,employee,75000.0,15.65,0.19,12650.38,0.39,0
22,37051.56,rent,employee,75000.0,11.83,0.17,13709.08,0.37,0
24,8582.19,own,employee,11250.0,16.0,0.11,944.04,0.11,1
23,37615.0,rent,employee,75000.0,15.28,0.17,13917.55,0.37,0
21,8591.56,own,employee,15000.0,15.05,0.15,1288.73,0.15,1
22,8493.12,own,employee,31875.0,15.05,0.31,2632.87,0.31,1
24,37715.94,rent,employee,75000.0,14.22,0.17,13954.9,0.37,0
25,33356.56,rent,employee,75000.0,16.35,0.19,13009.06,0.39,0
26,8476.25,own,employee,28125.0,10.96,0.28,2373.35,0.28,1
25,37817.5,rent,employee,75000.0,13.06,0.17,13992.48,0.37,0
25,37770.62,rent,employee,75000.0,13.06,0.17,13975.13,0.37,0
25,8635.94,own,employee,28125.0,11.01,0.27,2331.7,0.27,1
23,8585.94,mortgage,employee,25125.0,11.01,0.24,2060.62,0.24,1
22,28327.5,rent,employee,75000.0,14.96,0.22,11897.55,0.42,0
23,28402.19,rent,employee,75000.0,17.04,0.22,11928.92,0.42,0
22,37886.25,rent,employee,75000.0,12.21,0.16,13639.05,0.36,0
25,8681.25,mortgage,employee,24000.0,7.88,0.23,1996.69,0.23,1
26,8551.25,own,employee,20250.0,5.42,0.2,1710.25,0.2,1
26,39313.44,rent,employee,75000.0,10.74,0.16,14152.84,0.36,0
23,35218.75,rent,employee,75000.0,13.22,0.18,13383.12,0.38,0
23,35925.31,rent,employee,75000.0,14.59,0.17,13292.37,0.37,0
25,40848.44,rent,employee,75000.0,11.01,0.15,14296.95,0.35,0
25,36629.69,rent,employee,75000.0,11.01,0.17,13552.98,0.37,0
23,41554.69,rent,employee,75000.0,12.42,0.15,14544.14,0.35,0
22,41459.06,rent,employee,75000.0,14.17,0.15,14510.67,0.35,0
22,41502.81,rent,employee,75000.0,13.72,0.15,14525.98,0.35,0
24,41584.06,rent,employee,75000.0,10.38,0.15,14554.42,0.35,0
23,41572.19,rent,employee,75000.0,11.01,0.15,14550.27,0.35,0
22,8915.31,mortgage,employee,7500.0,7.51,0.07,624.07,0.07,1
22,8911.88,mortgage,employee,26718.75,11.71,0.25,2227.97,0.25,1
23,8796.56,mortgage,employee,11250.0,8.9,0.11,967.62,0.11,1
25,32240.0,rent,employee,75000.0,17.39,0.19,12573.6,0.39,0
23,8866.25,mortgage,employee,18000.0,5.79,0.17,1507.26,0.17,1
22,8914.69,mortgage,employee,31125.0,12.61,0.29,2585.26,0.29,1
23,45314.69,rent,employee,75000.0,10.37,0.14,15406.99,0.34,0
24,8706.56,own,employee,17812.5,11.36,0.17,1480.12,0.17,1
24,45674.06,rent,employee,75000.0,8.9,0.14,15529.18,0.34,0
23,47182.81,rent,employee,75000.0,11.11,0.13,15570.33,0.33,1
22,8941.56,mortgage,employee,11250.0,8.94,0.1,894.16,0.1,1
25,49186.25,rent,employee,75000.0,15.27,0.13,16231.46,0.33,1
26,48958.75,rent,employee,75000.0,13.11,0.13,16156.39,0.33,1
23,8991.56,mortgage,employee,22500.0,16.0,0.21,1888.23,0.21,1
24,50282.19,rent,employee,75000.0,12.36,0.12,16090.3,0.32,1
22,8830.31,mortgage,employee,39843.75,7.51,0.38,3355.52,0.38,0
21,8878.12,mortgage,employee,26250.0,8.9,0.25,2219.53,0.25,1
25,52769.38,rent,employee,75000.0,6.54,0.12,16886.2,0.32,1
24,52130.31,rent,employee,75000.0,15.99,0.12,16681.7,0.32,1
23,8903.75,mortgage,employee,13500.0,17.27,0.13,1157.49,0.13,1
26,55813.12,rent,employee,75000.0,17.99,0.11,17302.07,0.31,1
22,60390.0,rent,employee,75000.0,7.49,0.1,18117.0,0.3,1
22,8740.31,mortgage,employee,18000.0,10.0,0.17,1485.85,0.17,1
26,60336.25,rent,employee,75000.0,9.99,0.1,18100.88,0.3,1
26,63230.31,rent,employee,75000.0,11.36,0.1,18969.09,0.3,1
26,65018.44,rent,employee,75000.0,11.83,0.1,19505.53,0.3,1
21,8995.62,mortgage,employee,11250.0,13.35,0.1,899.56,0.1,1
25,65937.19,rent,employee,75000.0,14.72,0.09,19121.78,0.29,1
25,8935.94,mortgage,employee,16500.0,6.76,0.15,1340.39,0.15,1
25,22165.62,rent,employee,74625.0,11.83,0.28,10639.5,0.48,0
26,43772.5,rent,employee,74250.0,11.48,0.14,14882.65,0.34,0
26,7736.25,rent,employee,1875.0,11.41,0.02,1701.98,0.22,1
25,8951.25,mortgage,employee,37500.0,11.01,0.35,3132.94,0.35,0
21,7468.44,rent,employee,2625.0,12.29,0.03,1717.74,0.23,1
22,8985.0,mortgage,employee,26250.0,14.96,0.24,2156.4,0.24,1
25,7493.75,rent,employee,2812.5,12.29,0.03,1723.56,0.23,1
23,4080.94,rent,employee,3750.0,10.37,0.08,1142.66,0.28,1
22,4069.06,rent,employee,3750.0,14.74,0.08,1139.34,0.28,1
21,4124.06,rent,employee,3750.0,13.43,0.08,1154.74,0.28,1
22,9097.19,mortgage,employee,9000.0,9.63,0.08,727.78,0.08,1
21,8849.69,other,employee,9000.0,12.21,0.08,707.98,0.08,1
23,4317.81,rent,employee,3750.0,10.25,0.07,1165.81,0.27,1
22,4613.44,rent,employee,3750.0,12.99,0.07,1245.63,0.27,1
22,4765.0,rent,employee,3750.0,13.98,0.07,1286.55,0.27,1
23,4860.31,rent,employee,3750.0,14.65,0.06,1263.68,0.26,1
25,4767.19,rent,employee,3750.0,10.65,0.07,1287.14,0.27,1
21,4686.56,rent,employee,3750.0,13.98,0.07,1265.37,0.27,1
22,4719.38,rent,employee,3750.0,13.57,0.07,1274.23,0.27,1
22,5024.06,rent,employee,3750.0,14.96,0.06,1306.26,0.26,1
24,5525.94,rent,employee,3750.0,10.0,0.06,1436.74,0.26,1
21,5694.06,rent,employee,3750.0,16.29,0.05,1423.52,0.25,1
23,8963.75,own,employee,7500.0,11.11,0.07,627.46,0.07,1
21,8858.75,own,employee,18750.0,11.01,0.18,1594.57,0.18,1
22,5715.62,rent,employee,3750.0,16.69,0.05,1428.91,0.25,1
21,8864.69,own,employee,56250.0,8.94,0.53,4698.28,0.53,0
22,5913.44,rent,employee,3750.0,14.3,0.05,1478.36,0.25,1
21,6330.94,rent,employee,3750.0,15.65,0.05,1582.73,0.25,1
24,6691.88,rent,employee,3750.0,11.49,0.05,1672.97,0.25,1
22,6547.81,rent,employee,3750.0,13.48,0.05,1636.95,0.25,1
24,7526.56,rent,employee,3750.0,12.53,0.04,1806.38,0.24,1
23,15072.81,rent,employee,71250.0,10.62,0.39,8892.96,0.59,0
22,15263.75,rent,employee,71250.0,12.18,0.39,9005.61,0.59,0
25,17897.5,rent,employee,71250.0,11.99,0.33,9485.67,0.53,0
25,19169.38,rent,employee,71250.0,10.99,0.31,9776.38,0.51,0
25,19875.0,rent,employee,71250.0,11.01,0.3,9937.5,0.5,0
24,9128.75,mortgage,employee,26250.0,10.38,0.24,2190.9,0.24,1
26,18090.94,rent,employee,71250.0,16.7,0.33,9588.2,0.53,0
25,20562.19,rent,employee,71250.0,11.01,0.29,10075.47,0.49,0
22,20647.19,rent,employee,71250.0,11.01,0.29,10117.12,0.49,0
23,20719.69,rent,employee,71250.0,11.14,0.29,10152.65,0.49,0
26,23642.5,rent,employee,71250.0,7.49,0.25,10639.12,0.45,0
22,26554.38,rent,employee,71250.0,8.88,0.22,11152.84,0.42,0
23,27337.19,rent,employee,71250.0,10.99,0.22,11481.62,0.42,0
24,27641.25,rent,employee,71250.0,10.62,0.21,11332.91,0.41,0
23,29634.38,rent,employee,71250.0,8.9,0.2,11853.75,0.4,0
25,9218.12,mortgage,employee,22500.0,14.59,0.2,1843.62,0.2,1
22,9298.75,own,employee,9375.0,9.91,0.08,743.9,0.08,1
26,36251.88,rent,employee,71250.0,13.22,0.16,13050.68,0.36,0
24,39602.19,rent,employee,71250.0,12.29,0.15,13860.77,0.35,0
24,65845.31,rent,employee,71250.0,11.48,0.09,19095.14,0.29,1
26,19106.88,rent,employee,71062.5,11.01,0.31,9744.51,0.51,0
26,21020.94,rent,employee,70500.0,6.99,0.28,10090.05,0.48,0
22,26512.5,rent,employee,70312.5,10.38,0.22,11135.25,0.42,0
22,13987.81,rent,employee,70218.75,6.54,0.42,8672.44,0.62,0
22,16524.38,rent,employee,69562.5,11.83,0.35,9088.41,0.55,0
24,9268.44,own,employee,26625.0,12.42,0.24,2224.42,0.24,1
24,13138.12,rent,employee,69375.0,10.71,0.44,8408.4,0.64,0
21,13770.31,rent,employee,69375.0,10.91,0.42,8537.59,0.62,0
22,14511.25,rent,employee,69375.0,7.66,0.4,8706.75,0.6,0
25,21236.56,rent,employee,69375.0,13.61,0.27,9981.18,0.47,0
23,28237.19,rent,employee,69375.0,11.26,0.2,11294.88,0.4,0
25,28373.12,rent,employee,69375.0,7.49,0.2,11349.25,0.4,0
24,27650.31,rent,employee,69375.0,7.9,0.21,11336.63,0.41,0
22,9322.81,own,employee,30000.0,9.91,0.27,2517.16,0.27,1
21,9322.81,mortgage,employee,11250.0,7.9,0.1,932.28,0.1,1
24,29570.0,rent,employee,69375.0,15.33,0.2,11828.0,0.4,0
26,54674.06,rent,employee,69375.0,12.87,0.11,16948.96,0.31,1
22,9306.56,mortgage,employee,18750.0,7.9,0.17,1582.12,0.17,1
22,18586.25,rent,employee,69000.0,13.16,0.31,9478.99,0.51,0
22,19066.88,rent,employee,69000.0,9.99,0.3,9533.44,0.5,0
23,45336.25,rent,employee,69000.0,8.9,0.13,14960.96,0.33,1
22,9319.69,mortgage,employee,18750.0,14.65,0.17,1584.35,0.17,1
25,9258.75,mortgage,employee,22500.0,13.49,0.2,1851.75,0.2,1
22,13171.56,rent,employee,68437.5,10.25,0.43,8298.08,0.63,0
24,13409.38,rent,employee,68437.5,11.49,0.43,8447.91,0.63,0
25,13204.06,rent,employee,68437.5,17.04,0.43,8318.56,0.63,0
23,16346.25,rent,employee,68437.5,10.25,0.35,8990.44,0.55,0
22,9335.94,mortgage,employee,4875.0,5.42,0.04,373.44,0.04,1
22,14272.5,rent,employee,68437.5,14.61,0.4,8563.5,0.6,0
24,17541.88,rent,employee,68437.5,13.35,0.33,9297.19,0.53,0
25,9296.88,mortgage,employee,21750.0,5.99,0.19,1766.41,0.19,1
23,17512.5,rent,employee,68437.5,10.75,0.33,9281.62,0.53,0
25,17564.69,rent,employee,68437.5,14.26,0.32,9133.64,0.52,0
25,20971.56,rent,employee,68437.5,17.56,0.27,9856.63,0.47,0
25,18693.75,rent,employee,68437.5,14.83,0.31,9533.81,0.51,0
22,19009.06,rent,employee,68437.5,16.7,0.3,9504.53,0.5,0
23,19031.88,rent,employee,68343.75,10.74,0.3,9515.94,0.5,0
26,16825.62,rent,employee,68343.75,14.91,0.34,9085.84,0.54,0
24,13699.69,rent,employee,68250.0,8.88,0.42,8493.81,0.62,0
25,13967.19,rent,employee,68250.0,9.91,0.41,8519.98,0.61,0
22,13906.25,rent,employee,68250.0,11.71,0.41,8482.81,0.61,0
24,20888.12,rent,employee,68250.0,10.99,0.27,9817.42,0.47,0
23,10383.44,rent,employee,67500.0,11.54,0.54,7683.74,0.74,0
23,9291.56,own,employee,30000.0,15.62,0.27,2508.72,0.27,1
23,12860.31,rent,employee,67500.0,9.91,0.44,8230.6,0.64,0
21,13782.81,rent,employee,67500.0,9.88,0.41,8407.52,0.61,0
21,11894.06,rent,employee,67500.0,13.48,0.47,7969.02,0.67,0
23,15220.62,rent,employee,67500.0,9.25,0.37,8675.76,0.57,0
25,15308.12,rent,employee,67500.0,13.11,0.37,8725.63,0.57,0
22,9264.06,mortgage,employee,18750.0,10.99,0.17,1574.89,0.17,1
25,15969.69,rent,employee,67500.0,6.17,0.35,8783.33,0.55,0
24,9397.81,mortgage,employee,30000.0,5.99,0.27,2537.41,0.27,1
24,9274.38,own,employee,9000.0,7.49,0.08,741.95,0.08,1
24,16345.0,rent,employee,67500.0,11.03,0.34,8826.3,0.54,0
24,16396.25,rent,employee,67500.0,7.9,0.34,8853.98,0.54,0
22,16770.31,rent,employee,67500.0,13.57,0.34,9055.97,0.54,0
24,16750.94,rent,employee,67500.0,12.18,0.34,9045.51,0.54,0
25,14969.38,rent,employee,67500.0,17.19,0.38,8682.24,0.58,0
22,17850.31,rent,employee,67500.0,15.23,0.32,9282.16,0.52,0
22,18238.75,rent,employee,67500.0,11.01,0.31,9301.76,0.51,0
24,16176.25,rent,employee,67500.0,14.46,0.35,8896.94,0.55,0
24,9305.0,own,employee,15750.0,6.99,0.14,1302.7,0.14,1
24,16571.25,rent,employee,67500.0,16.63,0.34,8948.48,0.54,0
24,19099.06,rent,employee,67500.0,12.42,0.29,9358.54,0.49,0
24,19084.38,rent,employee,67500.0,7.9,0.29,9351.34,0.49,0
23,9364.38,mortgage,employee,18750.0,15.99,0.17,1591.94,0.17,1
23,9262.5,own,employee,15750.0,10.99,0.14,1296.75,0.14,1
26,19012.81,rent,employee,67500.0,13.11,0.3,9506.41,0.5,0
22,18959.06,rent,employee,67500.0,13.79,0.3,9479.53,0.5,0
22,9231.25,own,employee,9375.0,10.59,0.08,738.5,0.08,1
22,19713.75,rent,employee,67500.0,11.01,0.29,9659.74,0.49,0
22,9345.62,own,employee,22500.0,12.68,0.2,1869.12,0.2,1
25,19892.81,rent,employee,67500.0,12.98,0.28,9548.55,0.48,0
22,19830.94,rent,employee,67500.0,13.85,0.28,9518.85,0.48,0
25,19972.81,rent,employee,67500.0,12.21,0.28,9586.95,0.48,0
22,17814.06,rent,employee,67500.0,10.71,0.32,9263.31,0.52,0
24,18298.75,rent,employee,67500.0,6.54,0.31,9332.36,0.51,0
23,9525.94,own,employee,30000.0,5.79,0.26,2476.74,0.26,1
25,20971.25,rent,employee,67500.0,12.84,0.27,9856.49,0.47,0
25,21065.31,rent,employee,67500.0,10.99,0.27,9900.7,0.47,0
23,9393.44,mortgage,employee,5156.25,11.11,0.05,469.67,0.05,1
24,21330.62,rent,employee,67500.0,13.48,0.26,9812.09,0.46,0
21,19006.56,rent,employee,67500.0,14.74,0.3,9503.28,0.5,0
25,22010.0,rent,employee,67500.0,11.01,0.26,10124.6,0.46,0
21,19950.62,rent,employee,67500.0,19.69,0.28,9576.3,0.48,0
26,20143.44,rent,employee,67500.0,17.19,0.28,9668.85,0.48,0
22,22867.19,rent,employee,67500.0,16.32,0.25,10290.23,0.45,0
22,22795.94,rent,employee,67500.0,9.33,0.25,10258.17,0.45,0
25,23422.81,rent,employee,67500.0,13.23,0.24,10306.04,0.44,0
26,9362.5,mortgage,employee,18750.0,7.66,0.17,1591.62,0.17,1
22,23518.44,rent,employee,67500.0,13.85,0.24,10348.11,0.44,0
23,9296.56,mortgage,employee,21000.0,9.63,0.19,1766.35,0.19,1
24,9348.12,own,employee,37500.0,6.92,0.33,3084.88,0.33,1
22,23865.0,rent,employee,67500.0,9.63,0.24,10500.6,0.44,0
23,23978.75,rent,employee,67500.0,10.99,0.23,10310.86,0.43,0
23,24044.06,rent,employee,67500.0,13.57,0.23,10338.95,0.43,0
25,24702.81,rent,employee,67500.0,11.01,0.23,10622.21,0.43,0
25,24759.69,rent,employee,67500.0,13.99,0.23,10646.67,0.43,0
24,22436.88,rent,employee,67500.0,14.96,0.25,10096.59,0.45,0
25,24753.44,rent,employee,67500.0,11.01,0.23,10643.98,0.43,0
26,22380.62,rent,employee,67500.0,16.0,0.25,10071.28,0.45,0
26,22820.94,rent,employee,67500.0,16.29,0.25,10269.42,0.45,0
25,25061.88,rent,employee,67500.0,10.25,0.22,10525.99,0.42,0
21,25852.19,rent,employee,67500.0,10.65,0.22,10857.92,0.42,0
24,26639.38,rent,employee,67500.0,9.88,0.21,10922.14,0.41,0
25,20685.94,rent,employee,67500.0,16.0,0.27,9722.39,0.47,0
25,26821.88,rent,employee,67500.0,16.45,0.21,10996.97,0.41,0
25,24609.38,rent,employee,67500.0,15.33,0.23,10582.03,0.43,0
26,27278.44,rent,employee,67500.0,11.83,0.21,11184.16,0.41,0
24,25192.19,rent,employee,67500.0,14.54,0.22,10580.72,0.42,0
24,27313.75,rent,employee,67500.0,7.88,0.21,11198.64,0.41,0
24,9263.44,own,employee,11250.0,13.98,0.1,926.34,0.1,1
23,27915.94,rent,employee,67500.0,11.01,0.2,11166.38,0.4,0
25,9432.5,mortgage,employee,4500.0,15.21,0.04,377.3,0.04,1
23,28418.12,rent,employee,67500.0,12.73,0.2,11367.25,0.4,0
25,9096.88,mortgage,employee,13125.0,15.58,0.12,1091.62,0.12,1
23,28739.69,rent,employee,67500.0,9.88,0.2,11495.88,0.4,0
21,9337.19,own,employee,26250.0,11.86,0.23,2147.55,0.23,1
26,29608.44,rent,employee,67500.0,13.49,0.19,11547.29,0.39,0
21,30400.62,rent,employee,67500.0,7.9,0.19,11856.24,0.39,0
23,30373.44,rent,employee,67500.0,8.49,0.19,11845.64,0.39,0
22,30332.81,rent,employee,67500.0,10.99,0.19,11829.8,0.39,0
26,30333.75,rent,employee,67500.0,13.85,0.19,11830.16,0.39,0
23,30659.38,rent,employee,67500.0,13.98,0.18,11650.56,0.38,0
23,9246.56,mortgage,employee,10500.0,16.07,0.09,832.19,0.09,1
23,30998.75,rent,employee,67500.0,11.01,0.18,11779.53,0.38,0
23,29091.25,rent,employee,67500.0,10.65,0.19,11345.59,0.39,0
24,9354.69,mortgage,employee,31875.0,15.7,0.28,2619.31,0.28,1
26,9342.81,mortgage,employee,7875.0,13.11,0.07,654.0,0.07,1
22,31273.12,rent,employee,67500.0,15.27,0.18,11883.79,0.38,0
26,9222.19,mortgage,employee,22500.0,10.99,0.2,1844.44,0.2,1
25,31784.38,rent,employee,67500.0,9.88,0.18,12078.06,0.38,0
22,9291.25,mortgage,employee,9375.0,7.14,0.08,743.3,0.08,1
25,32180.94,rent,employee,67500.0,11.71,0.17,11906.95,0.37,0
26,32645.94,rent,employee,67500.0,8.49,0.17,12079.0,0.37,0
23,33008.44,rent,employee,67500.0,11.89,0.17,12213.12,0.37,0
23,33317.5,rent,employee,67500.0,13.16,0.17,12327.48,0.37,0
23,34187.81,rent,employee,67500.0,8.88,0.16,12307.61,0.36,0
24,35900.62,rent,employee,67500.0,8.49,0.16,12924.22,0.36,0
26,35998.44,rent,employee,67500.0,15.31,0.16,12959.44,0.36,0
24,38530.0,rent,employee,67500.0,12.53,0.15,13485.5,0.35,0
24,41561.56,rent,employee,67500.0,12.18,0.14,14130.93,0.34,0
23,33145.94,rent,employee,67500.0,7.51,0.17,12264.0,0.37,0
26,43851.56,rent,employee,67500.0,11.83,0.13,14471.02,0.33,1
24,45726.56,rent,employee,67500.0,18.3,0.12,14632.5,0.32,1
22,47233.12,rent,employee,67500.0,14.79,0.12,15114.6,0.32,1
25,9327.19,own,employee,18750.0,10.95,0.17,1585.62,0.17,1
22,54543.75,rent,employee,67500.0,13.72,0.1,16363.12,0.3,1
24,58368.12,rent,employee,67500.0,10.62,0.1,17510.44,0.3,1
22,9274.38,own,employee,18750.0,12.21,0.17,1576.64,0.17,1
21,28479.06,rent,employee,67312.5,10.91,0.2,11391.62,0.4,0
26,49032.5,rent,employee,67312.5,11.01,0.11,15200.08,0.31,1
25,9302.5,own,employee,26250.0,9.63,0.24,2232.6,0.24,1
23,23672.19,rent,employee,66750.0,16.35,0.23,10179.04,0.43,0
23,9282.19,own,employee,5625.0,12.21,0.05,464.11,0.05,1
22,18269.69,rent,employee,66562.5,13.49,0.3,9134.84,0.5,0
22,24693.12,rent,employee,66375.0,11.49,0.22,10371.11,0.42,0
26,9304.38,mortgage,employee,30000.0,9.76,0.27,2512.18,0.27,1
24,9357.81,mortgage,employee,30000.0,11.34,0.27,2526.61,0.27,1
22,9287.19,mortgage,employee,14906.25,13.87,0.13,1207.33,0.13,1
23,17168.75,rent,employee,66093.75,8.9,0.32,8927.75,0.52,0
25,22476.88,rent,employee,66000.0,12.99,0.24,9889.83,0.44,0
22,24749.38,rent,employee,66000.0,10.74,0.22,10394.74,0.42,0
24,26567.19,rent,employee,66000.0,10.62,0.21,10892.55,0.41,0
24,27083.44,rent,employee,66000.0,11.01,0.2,10833.38,0.4,0
21,9303.44,mortgage,employee,18750.0,8.7,0.17,1581.58,0.17,1
23,9475.62,mortgage,employee,13125.0,12.99,0.12,1137.08,0.12,1
24,27372.19,rent,employee,66000.0,17.19,0.2,10948.88,0.4,0
25,12430.94,rent,employee,65625.0,15.95,0.44,7955.8,0.64,0
23,13804.06,rent,employee,65625.0,14.22,0.4,8282.44,0.6,0
21,14321.56,rent,employee,65625.0,12.53,0.38,8306.51,0.58,0
21,9406.25,own,employee,16875.0,11.83,0.15,1410.94,0.15,1
21,9487.19,mortgage,employee,15000.0,15.05,0.13,1233.33,0.13,1
24,15539.69,rent,employee,65625.0,10.62,0.35,8546.83,0.55,0
22,9579.38,own,employee,6750.0,11.89,0.06,574.76,0.06,1
24,9533.75,own,employee,18750.0,10.75,0.16,1525.4,0.16,1
25,16858.12,rent,employee,65625.0,12.53,0.32,8766.22,0.52,0
23,18104.06,rent,employee,65625.0,13.61,0.3,9052.03,0.5,0
22,18679.69,rent,employee,65625.0,13.85,0.29,9153.05,0.49,0
23,18722.19,rent,employee,65625.0,13.85,0.29,9173.87,0.49,0
23,20259.06,rent,employee,65625.0,6.54,0.27,9521.76,0.47,0
24,20940.62,rent,employee,65625.0,17.19,0.26,9632.69,0.46,0
24,22030.31,rent,employee,65625.0,13.49,0.25,9913.64,0.45,0
23,22429.69,rent,employee,65625.0,9.25,0.24,9869.06,0.44,0
26,22834.69,rent,employee,65625.0,6.54,0.24,10047.26,0.44,0
26,28417.81,rent,employee,65625.0,7.9,0.19,11082.95,0.39,0
22,9627.19,mortgage,employee,20625.0,13.16,0.18,1732.89,0.18,1
25,36231.25,rent,employee,65625.0,11.71,0.15,12680.94,0.35,0
21,9692.19,mortgage,employee,7500.0,13.99,0.06,581.53,0.06,1
23,15355.0,rent,employee,65531.25,9.91,0.36,8598.8,0.56,0
21,17383.44,rent,employee,65531.25,9.91,0.31,8865.55,0.51,0
23,9639.38,mortgage,employee,18750.0,12.69,0.16,1542.3,0.16,1
22,22144.69,rent,employee,65531.25,7.51,0.25,9965.11,0.45,0
24,31030.0,rent,employee,65250.0,11.99,0.18,11791.4,0.38,0
24,36232.81,rent,employee,65250.0,10.37,0.15,12681.48,0.35,0
24,50237.19,rent,employee,65250.0,11.71,0.11,15573.53,0.31,1
24,35995.0,rent,employee,64500.0,17.58,0.15,12598.25,0.35,0
23,13387.19,rent,employee,63750.0,10.37,0.4,8032.31,0.6,0
26,11385.62,rent,employee,63750.0,12.99,0.47,7628.37,0.67,0
21,9635.31,own,employee,26250.0,15.58,0.23,2216.12,0.23,1
22,15339.69,rent,employee,63750.0,10.65,0.35,8436.83,0.55,0
22,15885.31,rent,employee,63750.0,12.87,0.33,8419.22,0.53,0
22,16160.94,rent,employee,63750.0,7.66,0.33,8565.3,0.53,0
24,16562.19,rent,employee,63750.0,13.47,0.32,8612.34,0.52,0
24,17454.38,rent,employee,63750.0,10.38,0.3,8727.19,0.5,0
23,17997.81,rent,employee,63750.0,9.99,0.3,8998.91,0.5,0
25,19092.81,rent,employee,63750.0,16.82,0.28,9164.55,0.48,0
24,19057.5,rent,employee,63750.0,13.79,0.28,9147.6,0.48,0
23,9791.25,own,employee,17156.25,11.01,0.15,1468.69,0.15,1
23,9796.56,own,employee,30000.0,11.26,0.26,2547.11,0.26,1
23,19431.88,rent,employee,63750.0,8.49,0.27,9132.98,0.47,0
24,17169.38,rent,employee,63750.0,14.96,0.31,8756.38,0.51,0
25,19769.06,rent,employee,63750.0,12.98,0.27,9291.46,0.47,0
21,9735.94,own,employee,24375.0,11.34,0.21,2044.55,0.21,1
23,19797.19,rent,employee,63750.0,11.58,0.27,9304.68,0.47,0
24,20065.94,rent,employee,63750.0,11.01,0.26,9230.33,0.46,0
